location,target,unit,type,bin_start_incl,bin_end_notincl,value
US National,Season onset,week,Bin,50,51,0.07304633948493684
US National,Season onset,week,Bin,51,52,0.0595464730430376
US National,Season onset,week,Bin,52,53,0.049789375573433714
US National,Season onset,week,Bin,1,2,0.04532698441129716
US National,Season onset,week,Bin,2,3,0.048741153099931725
US National,Season onset,week,Bin,3,4,0.05764070942659097
US National,Season onset,week,Bin,4,5,0.06377295131620964
US National,Season onset,week,Bin,5,6,0.05940382451931205
US National,Season onset,week,Bin,6,7,0.044099058030280386
US National,Season onset,week,Bin,7,8,0.02520902496186311
US National,Season onset,week,Bin,8,9,0.010839329354523109
US National,Season onset,week,Bin,9,10,0.0034525696796857885
US National,Season onset,week,Bin,10,11,8.354018347977464e-4
US National,Season onset,week,Bin,11,12,5.001547064433523e-4
US National,Season onset,week,Bin,12,13,5.001547064433523e-4
US National,Season onset,week,Bin,13,14,5.001547064433523e-4
US National,Season onset,week,Bin,14,15,5.001547064433523e-4
US National,Season onset,week,Bin,15,16,5.001547064433523e-4
US National,Season onset,week,Bin,16,17,5.001547064433523e-4
US National,Season onset,week,Bin,17,18,5.001547064433523e-4
US National,Season onset,week,Bin,18,19,5.001547064433523e-4
US National,Season onset,week,Bin,19,20,5.001547064433523e-4
US National,Season onset,week,Bin,20,21,5.001547064433523e-4
US National,Season onset,week,Bin,none,none,0.027422804353514456
US National,Season peak week,week,Bin,40,41,0.001027429773067892
US National,Season peak week,week,Bin,41,42,0.001027429773067892
US National,Season peak week,week,Bin,42,43,0.001027429773067892
US National,Season peak week,week,Bin,43,44,0.001027429773067892
US National,Season peak week,week,Bin,44,45,0.001027429773067892
US National,Season peak week,week,Bin,45,46,0.001027429773067892
US National,Season peak week,week,Bin,46,47,0.001027429773067892
US National,Season peak week,week,Bin,47,48,0.001027429773067892
US National,Season peak week,week,Bin,48,49,0.001027429773067892
US National,Season peak week,week,Bin,49,50,0.0011438022309994088
US National,Season peak week,week,Bin,50,51,0.009818987884112215
US National,Season peak week,week,Bin,51,52,0.050470042823275996
US National,Season peak week,week,Bin,52,53,0.08714483518423174
US National,Season peak week,week,Bin,1,2,0.054502929164394365
US National,Season peak week,week,Bin,2,3,0.03104296936940086
US National,Season peak week,week,Bin,3,4,0.044684232965755605
US National,Season peak week,week,Bin,4,5,0.06749306670419
US National,Season peak week,week,Bin,5,6,0.10874860949524809
US National,Season peak week,week,Bin,6,7,0.13668558604371353
US National,Season peak week,week,Bin,7,8,0.13914017709966536
US National,Season peak week,week,Bin,8,9,0.09208088344234647
US National,Season peak week,week,Bin,9,10,0.0523582259730615
US National,Season peak week,week,Bin,10,11,0.053650489646641736
US National,Season peak week,week,Bin,11,12,0.04195582543397064
US National,Season peak week,week,Bin,12,13,0.01564810390885707
US National,Season peak week,week,Bin,13,14,0.002478870971576003
US National,Season peak week,week,Bin,14,15,2.6739476982630715e-4
US National,Season peak week,week,Bin,15,16,2.3968315518700623e-4
US National,Season peak week,week,Bin,16,17,2.3968315518700623e-4
US National,Season peak week,week,Bin,17,18,2.3968315518700623e-4
US National,Season peak week,week,Bin,18,19,2.3968315518700623e-4
US National,Season peak week,week,Bin,19,20,2.3968315518700623e-4
US National,Season peak week,week,Bin,20,21,2.3968315518700623e-4
US National,Season peak percentage,percent,Bin,0,0.1,1.2641379868751407e-4
US National,Season peak percentage,percent,Bin,0.1,0.2,3.032706611222061e-4
US National,Season peak percentage,percent,Bin,0.2,0.3,3.831738050529875e-4
US National,Season peak percentage,percent,Bin,0.3,0.4,4.807760483363937e-4
US National,Season peak percentage,percent,Bin,0.4,0.5,5.99053079559363e-4
US National,Season peak percentage,percent,Bin,0.5,0.6,7.41258627465934e-4
US National,Season peak percentage,percent,Bin,0.6,0.7,9.110770320865106e-4
US National,Season peak percentage,percent,Bin,0.7,0.8,0.0011123376691951395
US National,Season peak percentage,percent,Bin,0.8,0.9,0.0013491113242656881
US National,Season peak percentage,percent,Bin,0.9,1,0.0016255181980535296
US National,Season peak percentage,percent,Bin,1,1.1,0.0019461379258636302
US National,Season peak percentage,percent,Bin,1.1,1.2,0.0023150115293345368
US National,Season peak percentage,percent,Bin,1.2,1.3,0.002736481674372447
US National,Season peak percentage,percent,Bin,1.3,1.4,0.003214510921371884
US National,Season peak percentage,percent,Bin,1.4,1.5,0.0037527977144847084
US National,Season peak percentage,percent,Bin,1.5,1.6,0.004354219841887333
US National,Season peak percentage,percent,Bin,1.6,1.7,0.005021319064111824
US National,Season peak percentage,percent,Bin,1.7,1.8,0.00575572238950238
US National,Season peak percentage,percent,Bin,1.8,1.9,0.006557740869615789
US National,Season peak percentage,percent,Bin,1.9,2,0.007426869626512884
US National,Season peak percentage,percent,Bin,2,2.1,0.008361321243151013
US National,Season peak percentage,percent,Bin,2.1,2.2,0.00935754983304922
US National,Season peak percentage,percent,Bin,2.2,2.3,0.010410778620986274
US National,Season peak percentage,percent,Bin,2.3,2.4,0.011514678017390976
US National,Season peak percentage,percent,Bin,2.4,2.5,0.01266126868989108
US National,Season peak percentage,percent,Bin,2.5,2.6,0.013840948223096417
US National,Season peak percentage,percent,Bin,2.6,2.7,0.015042966078755469
US National,Season peak percentage,percent,Bin,2.7,2.8,0.016255068462077728
US National,Season peak percentage,percent,Bin,2.8,2.9,0.017464043920741187
US National,Season peak percentage,percent,Bin,2.9,3,0.018655794521581733
US National,Season peak percentage,percent,Bin,3,3.1,0.019815576642721832
US National,Season peak percentage,percent,Bin,3.1,3.2,0.02092859892374441
US National,Season peak percentage,percent,Bin,3.2,3.3,0.021980013799675013
US National,Season peak percentage,percent,Bin,3.3,3.4,0.0229553610462092
US National,Season peak percentage,percent,Bin,3.4,3.5,0.023841040681302602
US National,Season peak percentage,percent,Bin,3.5,3.6,0.024624802126939484
US National,Season peak percentage,percent,Bin,3.6,3.7,0.025295209291404892
US National,Season peak percentage,percent,Bin,3.7,3.8,0.02584313887549498
US National,Season peak percentage,percent,Bin,3.8,3.9,0.0262613181194275
US National,Season peak percentage,percent,Bin,3.9,4,0.026544069061001773
US National,Season peak percentage,percent,Bin,4,4.1,0.026688562805984056
US National,Season peak percentage,percent,Bin,4.1,4.2,0.026694202418234753
US National,Season peak percentage,percent,Bin,4.2,4.3,0.026562902142208016
US National,Season peak percentage,percent,Bin,4.3,4.4,0.02629792408043194
US National,Season peak percentage,percent,Bin,4.4,4.5,0.025906223773809526
US National,Season peak percentage,percent,Bin,4.5,4.6,0.02539545328205808
US National,Season peak percentage,percent,Bin,4.6,4.7,0.024775580958459546
US National,Season peak percentage,percent,Bin,4.7,4.8,0.024058024031292695
US National,Season peak percentage,percent,Bin,4.8,4.9,0.02325559039046897
US National,Season peak percentage,percent,Bin,4.9,5,0.022381424326520422
US National,Season peak percentage,percent,Bin,5,5.1,0.02144951605733133
US National,Season peak percentage,percent,Bin,5.1,5.2,0.02047412103560081
US National,Season peak percentage,percent,Bin,5.2,5.3,0.01946885666649607
US National,Season peak percentage,percent,Bin,5.3,5.4,0.018447164117297993
US National,Season peak percentage,percent,Bin,5.4,5.5,0.017421587578464445
US National,Season peak percentage,percent,Bin,5.5,5.6,0.01640361357971147
US National,Season peak percentage,percent,Bin,5.6,5.7,0.015403549053678314
US National,Season peak percentage,percent,Bin,5.7,5.8,0.014430348376022849
US National,Season peak percentage,percent,Bin,5.8,5.9,0.013491336152055179
US National,Season peak percentage,percent,Bin,5.9,6,0.012592753835062231
US National,Season peak percentage,percent,Bin,6,6.1,0.011738933299051563
US National,Season peak percentage,percent,Bin,6.1,6.2,0.010933079468623114
US National,Season peak percentage,percent,Bin,6.2,6.3,0.010177046400856626
US National,Season peak percentage,percent,Bin,6.3,6.4,0.009471534606207381
US National,Season peak percentage,percent,Bin,6.4,6.5,0.008815953338021073
US National,Season peak percentage,percent,Bin,6.5,6.6,0.008208993641296413
US National,Season peak percentage,percent,Bin,6.6,6.7,0.007648630135482063
US National,Season peak percentage,percent,Bin,6.7,6.8,0.0071319717453308335
US National,Season peak percentage,percent,Bin,6.8,6.9,0.006655909581050232
US National,Season peak percentage,percent,Bin,6.9,7,0.006216936607964764
US National,Season peak percentage,percent,Bin,7,7.1,0.005811317816577926
US National,Season peak percentage,percent,Bin,7.1,7.2,0.00543526796897169
US National,Season peak percentage,percent,Bin,7.2,7.3,0.005085174637147225
US National,Season peak percentage,percent,Bin,7.3,7.4,0.004757501398012122
US National,Season peak percentage,percent,Bin,7.4,7.5,0.004448921448391982
US National,Season peak percentage,percent,Bin,7.5,7.6,0.004156581064582618
US National,Season peak percentage,percent,Bin,7.6,7.7,0.0038779561055788444
US National,Season peak percentage,percent,Bin,7.7,7.8,0.003610913616508116
US National,Season peak percentage,percent,Bin,7.8,7.9,0.0033538703716893235
US National,Season peak percentage,percent,Bin,7.9,8,0.0031056385998326913
US National,Season peak percentage,percent,Bin,8,8.1,0.0028654706200159055
US National,Season peak percentage,percent,Bin,8.1,8.2,0.0026330253078223776
US National,Season peak percentage,percent,Bin,8.2,8.3,0.002408340060267902
US National,Season peak percentage,percent,Bin,8.3,8.4,0.0021917000241578294
US National,Season peak percentage,percent,Bin,8.4,8.5,0.0019836036241394953
US National,Season peak percentage,percent,Bin,8.5,8.6,0.001784735059811767
US National,Season peak percentage,percent,Bin,8.6,8.7,0.0015958079859548834
US National,Season peak percentage,percent,Bin,8.7,8.8,0.0014175121985201126
US National,Season peak percentage,percent,Bin,8.8,8.9,0.0012505320887671832
US National,Season peak percentage,percent,Bin,8.9,9,0.0010953857021765022
US National,Season peak percentage,percent,Bin,9,9.1,9.524548764013339e-4
US National,Season peak percentage,percent,Bin,9.1,9.2,8.218964289890254e-4
US National,Season peak percentage,percent,Bin,9.2,9.3,7.037932854935499e-4
US National,Season peak percentage,percent,Bin,9.3,9.4,5.978850099392271e-4
US National,Season peak percentage,percent,Bin,9.4,9.5,5.038358319554568e-4
US National,Season peak percentage,percent,Bin,9.5,9.6,4.2112150774348424e-4
US National,Season peak percentage,percent,Bin,9.6,9.7,3.490939473575081e-4
US National,Season peak percentage,percent,Bin,9.7,9.8,2.8695196283637977e-4
US National,Season peak percentage,percent,Bin,9.8,9.9,2.3388001384579853e-4
US National,Season peak percentage,percent,Bin,9.9,10,1.8901669177180574e-4
US National,Season peak percentage,percent,Bin,10,10.1,1.5142768598419906e-4
US National,Season peak percentage,percent,Bin,10.1,10.2,1.2027394352652735e-4
US National,Season peak percentage,percent,Bin,10.2,10.3,9.470546577173578e-5
US National,Season peak percentage,percent,Bin,10.3,10.4,7.391634818385847e-5
US National,Season peak percentage,percent,Bin,10.4,10.5,5.718495656800983e-5
US National,Season peak percentage,percent,Bin,10.5,10.6,4.3853380143078916e-5
US National,Season peak percentage,percent,Bin,10.6,10.7,3.333584593942276e-5
US National,Season peak percentage,percent,Bin,10.7,10.8,2.512270002647151e-5
US National,Season peak percentage,percent,Bin,10.8,10.9,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,10.9,11,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11,11.1,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11.1,11.2,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11.2,11.3,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11.3,11.4,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11.4,11.5,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11.5,11.6,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11.6,11.7,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11.7,11.8,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11.8,11.9,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,11.9,12,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12,12.1,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12.1,12.2,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12.2,12.3,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12.3,12.4,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12.4,12.5,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12.5,12.6,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12.6,12.7,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12.7,12.8,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12.8,12.9,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,12.9,13,2.204012843471236e-5
US National,Season peak percentage,percent,Bin,13,100,2.204012843471236e-5
US National,1 wk ahead,percent,Bin,0,0.1,2.82177370452551e-5
US National,1 wk ahead,percent,Bin,0.1,0.2,5.643547409051021e-5
US National,1 wk ahead,percent,Bin,0.2,0.3,5.643547409051019e-5
US National,1 wk ahead,percent,Bin,0.3,0.4,5.643547409051019e-5
US National,1 wk ahead,percent,Bin,0.4,0.5,5.643547409051019e-5
US National,1 wk ahead,percent,Bin,0.5,0.6,5.6435474090510215e-5
US National,1 wk ahead,percent,Bin,0.6,0.7,7.555456388558021e-5
US National,1 wk ahead,percent,Bin,0.7,0.8,1.6519803618952767e-4
US National,1 wk ahead,percent,Bin,0.8,0.9,3.454112338568521e-4
US National,1 wk ahead,percent,Bin,0.9,1,6.836630511895872e-4
US National,1 wk ahead,percent,Bin,1,1.1,0.001281884283757618
US National,1 wk ahead,percent,Bin,1.1,1.2,0.0022795627206474867
US National,1 wk ahead,percent,Bin,1.2,1.3,0.0038495578197912605
US National,1 wk ahead,percent,Bin,1.3,1.4,0.006180079124012162
US National,1 wk ahead,percent,Bin,1.4,1.5,0.009444320255023494
US National,1 wk ahead,percent,Bin,1.5,1.6,0.013756012869932135
US National,1 wk ahead,percent,Bin,1.6,1.7,0.019117472486651896
US National,1 wk ahead,percent,Bin,1.7,1.8,0.02537778047063747
US National,1 wk ahead,percent,Bin,1.8,1.9,0.032203899712816016
US National,1 wk ahead,percent,Bin,1.9,2,0.03908470848329197
US National,1 wk ahead,percent,Bin,2,2.1,0.045374450986651264
US National,1 wk ahead,percent,Bin,2.1,2.2,0.050376741661330646
US National,1 wk ahead,percent,Bin,2.2,2.3,0.0534659311282201
US National,1 wk ahead,percent,Bin,2.3,2.4,0.05421619386779135
US National,1 wk ahead,percent,Bin,2.4,2.5,0.0525154900498238
US National,1 wk ahead,percent,Bin,2.5,2.6,0.04862398524112248
US National,1 wk ahead,percent,Bin,2.6,2.7,0.0431353266650303
US National,1 wk ahead,percent,Bin,2.7,2.8,0.036867399735479645
US National,1 wk ahead,percent,Bin,2.8,2.9,0.030682516169505087
US National,1 wk ahead,percent,Bin,2.9,3,0.025307590204292987
US National,1 wk ahead,percent,Bin,3,3.1,0.02119687650872684
US National,1 wk ahead,percent,Bin,3.1,3.2,0.0184796058996788
US National,1 wk ahead,percent,Bin,3.2,3.3,0.01699775900350778
US National,1 wk ahead,percent,Bin,3.3,3.4,0.016411696430737095
US National,1 wk ahead,percent,Bin,3.4,3.5,0.016340516950085253
US National,1 wk ahead,percent,Bin,3.5,3.6,0.016483374177004965
US National,1 wk ahead,percent,Bin,3.6,3.7,0.016688671215861168
US National,1 wk ahead,percent,Bin,3.7,3.8,0.016950077092198097
US National,1 wk ahead,percent,Bin,3.8,3.9,0.01733794731795985
US National,1 wk ahead,percent,Bin,3.9,4,0.01790107161176994
US National,1 wk ahead,percent,Bin,4,4.1,0.018586744304551466
US National,1 wk ahead,percent,Bin,4.1,4.2,0.01921757499693448
US National,1 wk ahead,percent,Bin,4.2,4.3,0.019538369245610546
US National,1 wk ahead,percent,Bin,4.3,4.4,0.01930822936038023
US National,1 wk ahead,percent,Bin,4.4,4.5,0.018397255541733073
US National,1 wk ahead,percent,Bin,4.5,4.6,0.0168408931997286
US National,1 wk ahead,percent,Bin,4.6,4.7,0.014829145722805106
US National,1 wk ahead,percent,Bin,4.7,4.8,0.012645582066675282
US National,1 wk ahead,percent,Bin,4.8,4.9,0.010579706229808248
US National,1 wk ahead,percent,Bin,4.9,5,0.008853200023464647
US National,1 wk ahead,percent,Bin,5,5.1,0.007579251242459384
US National,1 wk ahead,percent,Bin,5.1,5.2,0.006761046864477768
US National,1 wk ahead,percent,Bin,5.2,5.3,0.006317875750222011
US National,1 wk ahead,percent,Bin,5.3,5.4,0.006121050008118021
US National,1 wk ahead,percent,Bin,5.4,5.5,0.006030042692761546
US National,1 wk ahead,percent,Bin,5.5,5.6,0.005919243623361755
US National,1 wk ahead,percent,Bin,5.6,5.7,0.0056960688270010044
US National,1 wk ahead,percent,Bin,5.7,5.8,0.0053107430352681215
US National,1 wk ahead,percent,Bin,5.8,5.9,0.004758467152233854
US National,1 wk ahead,percent,Bin,5.9,6,0.0040741096517106406
US National,1 wk ahead,percent,Bin,6,6.1,0.0033191914132963043
US National,1 wk ahead,percent,Bin,6.1,6.2,0.002565081535565423
US National,1 wk ahead,percent,Bin,6.2,6.3,0.0018757212444095457
US National,1 wk ahead,percent,Bin,6.3,6.4,0.0012954260404630775
US National,1 wk ahead,percent,Bin,6.4,6.5,8.436558189035038e-4
US National,1 wk ahead,percent,Bin,6.5,6.6,5.174242370252223e-4
US National,1 wk ahead,percent,Bin,6.6,6.7,2.9859255207633287e-4
US National,1 wk ahead,percent,Bin,6.7,6.8,1.6198841097045827e-4
US National,1 wk ahead,percent,Bin,6.8,6.9,8.255173851725366e-5
US National,1 wk ahead,percent,Bin,6.9,7,4.119165366629266e-5
US National,1 wk ahead,percent,Bin,7,7.1,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,7.1,7.2,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,7.2,7.3,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,7.3,7.4,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,7.4,7.5,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,7.5,7.6,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,7.6,7.7,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,7.7,7.8,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,7.8,7.9,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,7.9,8,3.4850060325287036e-5
US National,1 wk ahead,percent,Bin,8,8.1,3.485006032528735e-5
US National,1 wk ahead,percent,Bin,8.1,8.2,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,8.2,8.3,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,8.3,8.4,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,8.4,8.5,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,8.5,8.6,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,8.6,8.7,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,8.7,8.8,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,8.8,8.9,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,8.9,9,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9,9.1,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9.1,9.2,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9.2,9.3,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9.3,9.4,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9.4,9.5,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9.5,9.6,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9.6,9.7,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9.7,9.8,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9.8,9.9,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,9.9,10,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10,10.1,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10.1,10.2,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10.2,10.3,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10.3,10.4,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10.4,10.5,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10.5,10.6,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10.6,10.7,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10.7,10.8,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10.8,10.9,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,10.9,11,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11,11.1,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11.1,11.2,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11.2,11.3,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11.3,11.4,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11.4,11.5,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11.5,11.6,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11.6,11.7,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11.7,11.8,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11.8,11.9,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,11.9,12,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12,12.1,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12.1,12.2,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12.2,12.3,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12.3,12.4,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12.4,12.5,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12.5,12.6,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12.6,12.7,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12.7,12.8,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12.8,12.9,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,12.9,13,3.485006032528766e-5
US National,1 wk ahead,percent,Bin,13,100,3.485006032528766e-5
US National,2 wk ahead,percent,Bin,0,0.1,2.2673578327209529e-4
US National,2 wk ahead,percent,Bin,0.1,0.2,6.464861421866268e-4
US National,2 wk ahead,percent,Bin,0.2,0.3,0.0010037001210920038
US National,2 wk ahead,percent,Bin,0.3,0.4,0.0015150985205947187
US National,2 wk ahead,percent,Bin,0.4,0.5,0.0022248375148844306
US National,2 wk ahead,percent,Bin,0.5,0.6,0.003179255436347866
US National,2 wk ahead,percent,Bin,0.6,0.7,0.004423348021729843
US National,2 wk ahead,percent,Bin,0.7,0.8,0.005995355571523819
US National,2 wk ahead,percent,Bin,0.8,0.9,0.007920079337332402
US National,2 wk ahead,percent,Bin,0.9,1,0.010203871481517395
US National,2 wk ahead,percent,Bin,1,1.1,0.012827655770754108
